Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2
0.5821296538;0.2520526804;0.3034443747;0.34;0.3;0.24;0.4;0.85;0.6;4;1
0.2006611934;0.2885185466;0.1079841708;0.58;0.6;0.43;0.7;0.70;0.5;4;1
0.1954347481;0.1756039702;0.3349641893;0.50;0.6;0.92;0.6;0.74;0.6;3;1
0.1654152748;0.1499511177;0.2371066582;0.26;0.7;0.56;0.8;0.10;0.7;4;5
0.2303921753;0.2872209500;0.2673460599;0.33;0.3;0.14;0.5;0.47;0.5;0;1
0.1344802759;0.2487945025;0.1109286420;0.67;0.4;0.92;0.4;0.79;0.7;3;2
0.0898847859;0.1869884709;0.2512241314;0.86;0.6;0.30;0.6;0.95;0.7;2;1
0.0659171388;0.2522305371;0.0780056637;0.23;0.3;0.33;0.4;0.40;0.3;3;2
0.2086870613;0.1187748299;0.1437115783;0.43;0.5;0.17;0.3;0.85;0.7;4;4
0.3210351711;0.1849772414;0.2011099191;0.67;0.7;0.71;0.4;0.78;0.5;1;0
0.1243596321;0.1702033316;0.2137562086;0.28;0.6;0.11;0.8;0.42;0.7;1;0
0.1544704797;0.1625376887;0.3103193338;0.30;0.7;0.56;0.4;0.96;0.6;0;5
0.4360159075;0.2044413405;0.1493709909;0.84;0.3;0.30;0.6;0.86;0.6;2;2
0.2230153853;0.1887708025;0.1567749631;0.78;0.7;0.22;0.5;0.93;0.4;4;0
0.4925415961;0.2776279844;0.0775590131;0.29;0.5;0.53;0.3;0.50;0.3;5;2
0.5539181797;0.2260814793;0.0917816724;0.84;0.8;0.41;0.5;0.11;0.8;2;5
0.4185340810;0.2597550305;0.1527217787;0.46;0.7;0.68;0.7;0.17;0.7;2;4
0.4425851093;0.2248046908;0.0849360551;0.17;0.6;0.74;0.3;0.82;0.4;5;3
0.3815317051;0.2335771016;0.1104092806;0.23;0.8;0.28;0.3;0.59;0.7;0;1
0.4818880339;0.2802071909;0.1558610023;0.28;0.7;0.22;0.5;0.97;0.5;3;5
0.5172290053;0.1083941998;0.1625156032;0.92;0.5;0.82;0.3;0.16;0.4;5;4
0.2655851668;0.1239576033;0.3003426601;0.44;0.6;0.33;0.8;0.12;0.3;3;0
0.5106735005;0.2680854475;0.1834232417;0.89;0.6;0.92;0.3;0.63;0.5;0;2
0.3662623585;0.1299549005;0.2710931156;0.37;0.4;0.84;0.7;0.13;0.5;0;0
0.3597069924;0.2234935959;0.0956580979;0.30;0.6;0.21;0.4;0.79;0.4;4;4
0.3783323617;0.1658709248;0.1647809293;0.84;0.7;0.61;0.3;0.16;0.3;5;0
0.4215246889;0.2330814215;0.3428312033;0.66;0.3;0.42;0.6;0.89;0.7;2;0
0.1739770189;0.2288924196;0.2558134252;0.70;0.7;0.47;0.6;0.27;0.8;3;0
0.1069683032;0.1593624839;0.1787413331;0.32;0.7;0.76;0.6;0.36;0.6;0;3
0.1764787624;0.1951341064;0.1064129210;0.25;0.4;0.30;0.7;0.62;0.6;0;4
0.0813292390;0.2411512425;0.2319524348;0.35;0.5;0.47;0.5;0.49;0.7;2;0
0.4597342958;0.2551128239;0.2450349388;0.37;0.5;0.15;0.4;0.12;0.6;3;3
0.4936639297;0.2233594266;0.2590514761;0.63;0.7;0.80;0.6;0.73;0.3;3;5
0.3921230119;0.2673206299;0.2060248140;0.84;0.4;0.69;0.7;0.15;0.7;3;5
0.3621745273;0.1404598052;0.3452251321;0.42;0.5;0.21;0.5;0.21;0.8;3;5
0.3951580539;0.2737285210;0.2078565169;0.85;0.5;0.34;0.7;0.66;0.7;1;2
0.4981362818;0.1367474661;0.2755640372;0.16;0.4;0.41;0.5;0.12;0.4;2;3
0.5263692014;0.1707175274;0.0857118368;0.90;0.5;0.67;0.8;0.36;0.3;1;4
0.0754035807;0.2555220574;0.1086493375;0.47;0.4;0.14;0.8;0.62;0.3;5;0
0.4025541198;0.1142063099;0.3377807682;0.70;0.7;0.78;0.7;0.79;0.8;1;2
0.3535862138;0.1642700580;0.2412415746;0.49;0.7;0.56;0.7;0.25;0.4;4;4
0.2958613966;0.2241610005;0.3281853878;0.64;0.7;0.22;0.7;0.64;0.7;2;3
0.2029191509;0.2118660735;0.1372250989;0.17;0.5;0.25;0.7;0.48;0.4;5;3
0.2349852893;0.1469209049;0.1459883670;0.68;0.7;0.16;0.4;0.87;0.7;4;2
0.2511522229;0.1660495022;0.2733440736;0.38;0.6;0.12;0.4;0.14;0.6;1;5
0.1709410566;0.2332742263;0.1104907503;0.50;0.6;0.61;0.3;0.14;0.5;3;3
0.1864805287;0.1681571024;0.2563707584;0.86;0.6;0.19;0.6;0.10;0.6;3;2
0.3843242749;0.1828579399;0.2047047995;0.88;0.7;0.77;0.6;0.59;0.7;2;4
0.1324894100;0.2580208985;0.3079404385;0.31;0.8;0.67;0.7;0.44;0.3;5;4
0.3095715770;0.1775400598;0.2838684498;0.36;0.6;0.57;0.6;0.71;0.4;2;3
0.4226826943;0.2117292488;0.3272807558;0.55;0.7;0.82;0.5;0.31;0.4;4;3
0.1470772836;0.2387255279;0.1162122867;0.51;0.4;0.71;0.7;0.29;0.4;3;5
0.2825690165;0.2553307409;0.2475968850;0.30;0.5;0.73;0.3;0.44;0.3;4;1
0.4153638426;0.2779565327;0.3418816461;0.71;0.6;0.77;0.4;0.44;0.7;1;3
0.2391385159;0.1395183444;0.0815912890;0.50;0.6;0.47;0.3;0.25;0.7;1;1
0.2837781117;0.1542318726;0.3253658372;0.20;0.6;0.61;0.8;0.31;0.8;4;1
0.5339483352;0.2250102903;0.3611754651;0.55;0.7;0.43;0.6;0.78;0.4;0;1
0.2118382858;0.2211275566;0.1231773718;0.32;0.5;0.82;0.4;0.55;0.7;3;4
0.5556689395;0.2686398675;0.2672495519;0.41;0.7;0.66;0.7;0.22;0.4;2;5
0.5757540116;0.1129779771;0.2747891741;0.29;0.3;0.14;0.6;0.76;0.6;2;3
0.5385588134;0.1759873194;0.0697010630;0.73;0.6;0.48;0.5;0.78;0.8;3;5
0.4843001648;0.2450777810;0.3345963918;0.50;0.7;0.39;0.4;0.88;0.5;2;5
0.1651303751;0.2663996952;0.0824297091;0.41;0.3;0.45;0.7;0.90;0.5;1;3
0.2453428292;0.1696778803;0.0991372494;0.92;0.7;0.55;0.7;0.71;0.8;0;0
0.1335420559;0.2181066397;0.2562231555;0.24;0.7;0.71;0.8;0.58;0.7;2;0
0.3037321683;0.1508477655;0.2700103200;0.83;0.7;0.56;0.8;0.79;0.5;3;2
0.2063094682;0.1555988057;0.2954125131;0.84;0.4;0.87;0.4;0.18;0.3;1;3
0.2198730734;0.2564905932;0.2905669268;0.43;0.6;0.89;0.3;0.43;0.8;3;1
0.5649563582;0.1708927315;0.2690379701;0.48;0.4;0.12;0.6;0.21;0.6;2;4
0.3057902208;0.2915378007;0.2921330974;0.82;0.7;0.82;0.6;0.88;0.6;3;5
0.3756744363;0.2455548187;0.3556841687;0.35;0.5;0.76;0.7;0.32;0.7;0;0
0.2849180060;0.1120888088;0.2253350431;0.37;0.5;0.57;0.7;0.21;0.5;0;1
0.2995083417;0.1697604226;0.1465710639;0.18;0.4;0.60;0.6;0.93;0.7;3;4
0.5026673677;0.1905214857;0.3156810918;0.95;0.5;0.91;0.6;0.30;0.8;3;2
0.4932032889;0.1768679087;0.1271349428;0.56;0.4;0.68;0.7;0.37;0.6;1;4
0.4428162652;0.1147346355;0.3420912127;0.15;0.5;0.49;0.4;0.67;0.6;5;1
0.5488802628;0.1936224145;0.2744852123;0.35;0.7;0.31;0.8;0.15;0.4;5;5
0.5521959536;0.2747155261;0.3514124947;0.36;0.6;0.93;0.8;0.73;0.3;1;1
0.0771729772;0.2249428810;0.1002177063;0.43;0.3;0.36;0.3;0.50;0.4;5;0
0.4621345869;0.2222010931;0.3265031045;0.51;0.4;0.76;0.7;0.88;0.4;1;1
0.4864592143;0.2625395832;0.3139254433;0.33;0.8;0.71;0.3;0.84;0.6;5;1
0.4912080146;0.2014709494;0.3232454065;0.15;0.6;0.12;0.6;0.60;0.5;1;4
0.4892117203;0.1637816434;0.2803071805;0.74;0.3;0.67;0.4;0.70;0.6;0;0
0.2829950048;0.1647628537;0.2767077672;0.65;0.4;0.82;0.6;0.90;0.6;3;5
0.5212942680;0.1286825848;0.1161572355;0.14;0.4;0.87;0.6;0.43;0.8;2;0
0.4136079491;0.1250848832;0.3258031164;0.44;0.5;0.48;0.5;0.30;0.3;3;1
0.3882961815;0.1222638683;0.2778380394;0.90;0.6;0.89;0.3;0.52;0.5;1;5
0.5745560772;0.1093254373;0.1689757667;0.19;0.6;0.61;0.4;0.14;0.3;1;2
0.2285175354;0.1134341256;0.2927643282;0.69;0.6;0.10;0.6;0.31;0.5;2;3
0.3841033938;0.1782199095;0.3396668320;0.62;0.4;0.72;0.7;0.48;0.6;5;3
0.2748132670;0.2368888239;0.2206911171;0.80;0.5;0.71;0.4;0.53;0.6;4;1
0.2013011258;0.2400846173;0.2868210535;0.91;0.7;0.14;0.3;0.74;0.7;2;1
0.4064833667;0.2358091547;0.1006364750;0.66;0.6;0.14;0.3;0.87;0.5;2;4
0.1745930689;0.1826483777;0.1618560029;0.92;0.7;0.23;0.5;0.91;0.8;0;1
0.1072215497;0.1795541976;0.1557069237;0.82;0.4;0.75;0.8;0.33;0.4;1;5
0.2404194383;0.1943749220;0.1191965434;0.14;0.7;0.55;0.4;0.21;0.4;3;4
0.1296676270;0.2814683070;0.0795086265;0.82;0.4;0.10;0.7;0.61;0.8;4;1
0.1464025507;0.1643208006;0.2766337552;0.93;0.7;0.11;0.5;0.45;0.5;0;5
0.4696390818;0.2435809008;0.2642281593;0.39;0.6;0.70;0.6;0.78;0.7;1;4
0.3042700501;0.1633152671;0.2218980892;0.71;0.4;0.65;0.4;0.92;0.8;3;1
0.5532666093;0.2584879558;0.2509613972;0.48;0.6;0.66;0.7;0.48;0.6;4;4
0.5850956197;0.1869618697;0.1170798792;0.36;0.4;0.18;0.6;0.47;0.8;5;1
0.4481766980;0.2858842071;0.2172151244;0.43;0.4;0.13;0.8;0.33;0.5;1;1
0.2710513048;0.2491681897;0.1447071012;0.92;0.7;0.13;0.7;0.18;0.4;5;5
0.0856105261;0.2823030698;0.2697525834;0.88;0.4;0.67;0.4;0.54;0.5;1;2
0.4617081443;0.2694465076;0.2829961558;0.40;0.7;0.31;0.8;0.15;0.6;2;0
0.4870849563;0.2830474445;0.1985612046;0.27;0.4;0.64;0.6;0.61;0.4;0;0
0.5226007408;0.2672716256;0.3428560095;0.15;0.6;0.27;0.5;0.11;0.6;1;1
0.2993245230;0.2436100490;0.1106834704;0.25;0.4;0.57;0.6;0.35;0.5;2;3
0.4906971614;0.1704821008;0.1253017190;0.22;0.4;0.78;0.7;0.18;0.5;5;5
0.3754856077;0.2565002547;0.1028160888;0.90;0.7;0.21;0.6;0.31;0.7;1;2
0.1576185821;0.1897520287;0.1049091689;0.49;0.5;0.36;0.4;0.50;0.6;4;4
0.5486893560;0.1494386617;0.3585361227;0.91;0.8;0.30;0.7;0.17;0.6;0;0
0.4895249787;0.1497125478;0.2994764967;0.53;0.8;0.76;0.7;0.73;0.7;4;2
0.3826534597;0.1172512641;0.1947185348;0.84;0.3;0.73;0.6;0.47;0.5;0;5
0.2547899338;0.1848435814;0.2142646103;0.66;0.4;0.19;0.6;0.32;0.4;1;2
0.3388258446;0.2602409466;0.1033349882;0.61;0.4;0.94;0.8;0.26;0.7;3;5
0.2231274800;0.1898988383;0.2160009433;0.62;0.7;0.13;0.6;0.66;0.5;0;4
0.5250888468;0.1988900979;0.1017947716;0.61;0.3;0.44;0.6;0.87;0.5;4;1
0.2086864328;0.2158507422;0.0747606937;0.86;0.7;0.47;0.6;0.47;0.7;0;3
0.0595051172;0.2866457558;0.3087712776;0.77;0.5;0.68;0.3;0.59;0.6;2;1
0.3761252434;0.2894150274;0.1377078924;0.74;0.7;0.24;0.6;0.20;0.7;4;0
0.5467884745;0.1972542449;0.1318587889;0.35;0.8;0.86;0.5;0.74;0.8;4;3
0.3988148487;0.2489013112;0.2811342688;0.81;0.7;0.49;0.6;0.56;0.3;2;3
0.5132250171;0.2558418515;0.1223533441;0.42;0.5;0.81;0.5;0.13;0.4;0;4
0.5673046889;0.2401108523;0.3222745991;0.41;0.3;0.46;0.8;0.71;0.8;3;0
0.5248626173;0.2241415309;0.3110186736;0.92;0.6;0.95;0.6;0.83;0.3;5;3
0.3529314184;0.2071954481;0.1029734635;0.68;0.6;0.90;0.6;0.86;0.4;1;1
0.2180654182;0.1532858813;0.3459593766;0.49;0.4;0.96;0.4;0.52;0.4;5;3
0.3713992798;0.2609244509;0.3168648790;0.11;0.8;0.55;0.6;0.70;0.5;2;3
0.5480947297;0.2692907266;0.1313381434;0.48;0.3;0.95;0.4;0.61;0.4;2;4
0.2264901351;0.1133739095;0.2997116969;0.83;0.7;0.84;0.7;0.80;0.5;1;5
0.4316776887;0.1096513477;0.1113050581;0.74;0.4;0.75;0.4;0.96;0.6;2;1
0.2653708198;0.1532660357;0.2247770291;0.74;0.4;0.72;0.8;0.88;0.7;0;0
0.0948439289;0.1424576701;0.1846082819;0.64;0.6;0.16;0.6;0.32;0.6;5;3
0.4404009627;0.2409102727;0.3428238248;0.88;0.7;0.22;0.5;0.22;0.8;1;4
0.2384651524;0.2477475416;0.2513757082;0.14;0.6;0.45;0.8;0.82;0.5;4;0
0.1267101740;0.2457870922;0.2802570257;0.65;0.7;0.38;0.4;0.32;0.5;1;5
0.2093774454;0.1331596086;0.2210744706;0.48;0.3;0.30;0.5;0.44;0.5;1;4
0.4743737370;0.1438556982;0.2103522460;0.71;0.5;0.70;0.6;0.52;0.7;5;0
0.2383142393;0.2394953265;0.0900803773;0.31;0.8;0.28;0.7;0.44;0.4;1;3
0.4606971121;0.2313831386;0.3075182001;0.94;0.8;0.16;0.8;0.72;0.5;4;4
0.2810119038;0.2242804506;0.0708902763;0.34;0.6;0.49;0.6;0.37;0.7;1;5
0.2298485840;0.2691571918;0.2829922183;0.88;0.7;0.68;0.7;0.62;0.7;4;2
0.0955353566;0.2175818844;0.0725250396;0.29;0.6;0.61;0.6;0.58;0.8;2;0
0.2659112586;0.2292792382;0.2637993319;0.71;0.4;0.41;0.7;0.38;0.6;5;0
0.5318011540;0.2234296419;0.2731742604;0.82;0.5;0.68;0.8;0.61;0.6;0;0
0.1898536461;0.2008859632;0.1313450690;0.58;0.8;0.57;0.5;0.21;0.6;3;4
0.0973751541;0.1288759901;0.1800150661;0.79;0.3;0.67;0.8;0.61;0.6;2;3
0.1885582782;0.2777252500;0.2036067099;0.31;0.6;0.76;0.7;0.49;0.7;0;3
0.0691789065;0.1988692162;0.3362201704;0.50;0.4;0.82;0.8;0.45;0.3;2;5
0.3750922485;0.2803060300;0.2338077731;0.87;0.7;0.68;0.5;0.23;0.7;5;0
0.4399259945;0.2097425958;0.2824130792;0.94;0.7;0.64;0.4;0.80;0.6;4;0
0.2489286386;0.2741677458;0.1952239776;0.33;0.5;0.35;0.6;0.48;0.7;0;2
0.1295401137;0.1595459639;0.3405150679;0.60;0.6;0.75;0.7;0.50;0.6;1;2
0.5761442622;0.1988620844;0.0683697490;0.15;0.8;0.68;0.6;0.68;0.8;5;0
0.3190095282;0.1162261208;0.0960643041;0.20;0.6;0.53;0.5;0.65;0.5;5;0
0.2883569037;0.2261305468;0.3346152340;0.81;0.4;0.21;0.6;0.77;0.6;1;4
0.1507858214;0.2063867873;0.1397096718;0.78;0.7;0.20;0.3;0.42;0.7;5;4
0.1390612431;0.2808751748;0.2602065929;0.44;0.8;0.29;0.4;0.56;0.5;1;1
0.5798500766;0.1399865446;0.1747481267;0.64;0.8;0.88;0.4;0.73;0.7;0;3
0.3580197691;0.1671314704;0.0800272075;0.30;0.6;0.64;0.5;0.79;0.5;0;2
0.1898042952;0.1582704665;0.1956462370;0.26;0.5;0.71;0.5;0.77;0.6;4;2
0.4673991072;0.1853090671;0.2230409924;0.58;0.5;0.16;0.5;0.28;0.4;2;2
0.5755702064;0.2439617654;0.1367697174;0.84;0.5;0.33;0.3;0.53;0.5;2;5
0.4861338355;0.2056901697;0.3418887431;0.79;0.6;0.83;0.4;0.30;0.7;0;2
0.4947001847;0.2150366768;0.2604922772;0.44;0.5;0.49;0.4;0.49;0.7;5;5
0.4806306543;0.1293194928;0.2135339700;0.60;0.7;0.67;0.5;0.66;0.8;3;1
0.5499449746;0.1271011950;0.1274169711;0.85;0.8;0.47;0.8;0.69;0.3;2;1
0.0794568132;0.2542586932;0.2722581940;0.19;0.4;0.51;0.6;0.54;0.7;4;1
0.2745437943;0.1983842877;0.2825976414;0.56;0.6;0.14;0.7;0.44;0.6;0;5
0.1134704426;0.1841872235;0.1468090507;0.20;0.4;0.51;0.7;0.36;0.5;2;1
0.4350770634;0.2937477011;0.3045502602;0.19;0.6;0.43;0.5;0.91;0.4;5;2
0.4915562569;0.2065302646;0.1181598244;0.32;0.6;0.48;0.4;0.60;0.5;3;0
0.0805348756;0.2509028337;0.2741135158;0.92;0.7;0.19;0.6;0.40;0.6;0;2
0.5336854497;0.2682661384;0.2009813922;0.19;0.5;0.54;0.3;0.32;0.7;5;4
0.3191306976;0.1496125193;0.2854054769;0.23;0.4;0.31;0.5;0.16;0.3;3;2
0.1103098082;0.1145513205;0.2904378731;0.73;0.8;0.65;0.6;0.11;0.6;1;4
0.5820830465;0.2184886046;0.1779307585;0.44;0.4;0.92;0.3;0.69;0.7;4;3
0.0815618222;0.2546211766;0.3360195481;0.82;0.7;0.53;0.4;0.33;0.5;3;0
0.5282989620;0.1856305628;0.2761419999;0.37;0.3;0.56;0.6;0.12;0.8;5;0
0.5273329226;0.1082806515;0.0791142495;0.36;0.4;0.81;0.7;0.90;0.5;1;4
0.4735930567;0.1182670798;0.2185289528;0.83;0.4;0.25;0.7;0.30;0.3;3;3
0.4919494145;0.1205562163;0.1793399436;0.82;0.5;0.58;0.7;0.27;0.7;3;3
0.2347588492;0.1912327733;0.0802603791;0.12;0.4;0.21;0.5;0.60;0.3;0;3
0.5095775180;0.1691128386;0.2485875517;0.20;0.6;0.24;0.5;0.75;0.3;0;1
0.3365618871;0.2096518263;0.1150033670;0.85;0.8;0.47;0.4;0.17;0.7;2;3
0.4899612714;0.2137727171;0.2634355090;0.58;0.7;0.11;0.3;0.49;0.7;5;5
0.1047333234;0.1675410119;0.1569072735;0.39;0.5;0.10;0.6;0.75;0.6;4;2
0.3719158176;0.2036599084;0.3274736698;0.66;0.6;0.77;0.7;0.65;0.7;5;5
0.1881216321;0.1308923002;0.3049055080;0.84;0.6;0.36;0.4;0.19;0.3;5;4
0.3348222490;0.1892115185;0.1912670503;0.23;0.7;0.50;0.3;0.57;0.7;0;0
0.2792952700;0.1230507761;0.1482976365;0.42;0.7;0.28;0.4;0.15;0.7;3;4
0.3175022044;0.1467246384;0.1109957858;0.35;0.3;0.76;0.8;0.37;0.7;2;1
0.0707451868;0.1083248126;0.2924733302;0.43;0.4;0.56;0.4;0.82;0.3;2;3
0.0650725342;0.1465611118;0.3529555227;0.13;0.7;0.43;0.6;0.58;0.4;1;0
0.4125161598;0.2868280559;0.1194380303;0.87;0.5;0.65;0.5;0.84;0.6;2;5
0.0711825964;0.1458023436;0.2400285428;0.37;0.3;0.75;0.7;0.70;0.7;0;3
0.2322985860;0.2627852641;0.3422845957;0.70;0.7;0.31;0.4;0.14;0.8;4;3
0.2554981188;0.1277971487;0.3205159600;0.55;0.7;0.82;0.4;0.86;0.5;1;0
0.1533769643;0.1589642387;0.2765596408;0.96;0.4;0.51;0.5;0.51;0.5;4;2
0.5767408816;0.2357644728;0.1824404633;0.59;0.6;0.15;0.6;0.50;0.3;0;1
0.5735994087;0.1681951679;0.2643542630;0.64;0.7;0.57;0.3;0.63;0.6;3;3
0.0890833712;0.1700629498;0.0869255925;0.82;0.7;0.16;0.8;0.62;0.7;2;5
0.5109941320;0.2942213651;0.3083140676;0.82;0.6;0.70;0.7;0.84;0.5;2;3
0.3827359507;0.1660195417;0.1191937453;0.11;0.8;0.11;0.7;0.52;0.8;0;2
0.2822376667;0.2265316632;0.1744499389;0.51;0.7;0.81;0.4;0.55;0.4;1;5
0.5747226103;0.2275291641;0.1249550296;0.22;0.4;0.66;0.5;0.17;0.6;2;4
0.2128533997;0.1789016521;0.3494881349;0.67;0.6;0.52;0.6;0.55;0.4;4;1
0.5274728282;0.1508239281;0.2738393781;0.82;0.8;0.55;0.7;0.87;0.7;3;3
0.5694149898;0.2677975504;0.3148251220;0.25;0.7;0.44;0.7;0.25;0.7;4;4
0.4968050802;0.1769315700;0.2365185893;0.46;0.4;0.10;0.5;0.39;0.7;5;2
0.2615815069;0.1738836655;0.3135563886;0.29;0.8;0.40;0.3;0.42;0.7;0;1
0.4578564991;0.1260828531;0.3321391508;0.95;0.5;0.68;0.7;0.84;0.5;2;5
0.3589120333;0.1788208926;0.0943123104;0.76;0.6;0.80;0.6;0.26;0.4;4;3
0.4854075045;0.2466042692;0.1466923788;0.13;0.4;0.95;0.5;0.49;0.7;2;4
0.1494495437;0.1091865332;0.1954416991;0.58;0.5;0.90;0.6;0.43;0.5;0;1
0.2986988090;0.1299340705;0.1380414138;0.22;0.5;0.31;0.7;0.58;0.6;5;5
0.4845006878;0.2214719523;0.2109703716;0.71;0.4;0.47;0.4;0.49;0.5;4;1
0.1202904132;0.1952175484;0.2490597627;0.12;0.6;0.71;0.6;0.44;0.7;3;1
0.2009044602;0.1234509841;0.3381014708;0.35;0.7;0.35;0.3;0.52;0.7;2;3
0.2186544546;0.2286017681;0.2444761119;0.63;0.7;0.22;0.5;0.69;0.4;3;5
0.1716284796;0.1719830385;0.1429512325;0.60;0.7;0.66;0.5;0.35;0.4;2;5
0.3049395060;0.1467124165;0.2754905120;0.26;0.4;0.22;0.6;0.68;0.6;3;5
0.2573059654;0.1757258087;0.0839867743;0.88;0.3;0.90;0.4;0.45;0.5;2;5
0.3788827688;0.1359247994;0.2158508275;0.55;0.6;0.71;0.8;0.14;0.4;1;4
0.0898191610;0.2293206601;0.3373566466;0.63;0.3;0.27;0.7;0.65;0.5;2;1
0.5393423977;0.2369497626;0.1982625133;0.80;0.6;0.69;0.8;0.26;0.4;2;0
0.2629350698;0.2886056107;0.1202594431;0.60;0.3;0.34;0.4;0.32;0.4;2;1
0.2395774956;0.2771626137;0.1195277379;0.61;0.3;0.60;0.6;0.31;0.4;1;2
0.3126430961;0.2623408951;0.1808399230;0.90;0.8;0.81;0.7;0.44;0.5;2;5
0.4808519197;0.1835222685;0.1847062082;0.86;0.5;0.85;0.6;0.25;0.3;3;0
0.0629184222;0.2224930655;0.2942538871;0.20;0.4;0.64;0.7;0.14;0.5;5;5
0.4650344722;0.2566347814;0.0792723056;0.26;0.3;0.54;0.5;0.89;0.7;1;0
0.5017114358;0.1896911930;0.0775694029;0.13;0.8;0.59;0.4;0.45;0.4;1;3
0.3260054624;0.2234608305;0.1019792053;0.55;0.8;0.41;0.3;0.34;0.5;5;1
0.5391210480;0.1289436946;0.3490769421;0.65;0.7;0.34;0.5;0.22;0.6;0;1
0.2680650687;0.2855193708;0.0773052855;0.77;0.5;0.39;0.4;0.50;0.4;0;2
0.2896760906;0.2113269582;0.0722218858;0.68;0.7;0.17;0.3;0.24;0.3;0;2
0.2758019376;0.2207405028;0.1007698692;0.17;0.8;0.32;0.8;0.93;0.6;3;3
0.5447663930;0.1110241679;0.0947778666;0.45;0.8;0.29;0.5;0.94;0.5;4;0
0.2770874440;0.1979045172;0.3129186503;0.87;0.7;0.78;0.6;0.74;0.5;3;2
0.4419438251;0.2677155061;0.2405041238;0.84;0.4;0.73;0.3;0.62;0.4;3;1
0.3702218949;0.2667300554;0.1283150322;0.64;0.5;0.59;0.5;0.90;0.5;3;1
0.2935994575;0.2832825652;0.1316656674;0.48;0.4;0.19;0.3;0.15;0.3;3;0
0.3707624508;0.1831182319;0.3328737758;0.37;0.7;0.92;0.5;0.56;0.6;0;5
0.4173391981;0.1824949221;0.2796670357;0.33;0.4;0.84;0.5;0.84;0.7;0;0
0.4806855471;0.2038701740;0.3126107129;0.88;0.4;0.11;0.4;0.91;0.6;1;4
0.3997262916;0.1510649060;0.0697493364;0.51;0.7;0.32;0.5;0.85;0.7;3;5
0.4579161733;0.2499281685;0.1480220892;0.55;0.8;0.31;0.8;0.80;0.5;0;1
0.3125853453;0.1630502953;0.3384171117;0.29;0.6;0.11;0.7;0.22;0.6;3;4
0.3553278765;0.1235620203;0.2733788403;0.16;0.6;0.46;0.7;0.67;0.3;1;2
0.1668230657;0.1161978250;0.1979214168;0.57;0.5;0.32;0.8;0.82;0.3;0;2
0.2268536966;0.2289967915;0.1171822115;0.31;0.4;0.60;0.3;0.10;0.4;0;5
0.2479784271;0.2924609643;0.1941155050;0.88;0.5;0.57;0.7;0.79;0.5;1;5
0.5133470771;0.2434081321;0.2743159749;0.92;0.4;0.65;0.6;0.91;0.8;3;0
0.5754897557;0.2890145513;0.2549920706;0.81;0.5;0.33;0.8;0.39;0.3;1;3
0.4376137374;0.1747789627;0.2470904020;0.67;0.7;0.48;0.5;0.56;0.6;3;2
0.1861484815;0.1526669952;0.2231646869;0.96;0.5;0.17;0.3;0.62;0.4;2;4
0.1749985468;0.2309066025;0.2991144619;0.31;0.5;0.14;0.8;0.90;0.7;4;1
0.3996330788;0.1327917140;0.0722407786;0.26;0.3;0.33;0.6;0.87;0.4;0;4
0.4299150204;0.1790998871;0.2610957718;0.42;0.4;0.21;0.5;0.88;0.5;0;1
0.4110316856;0.2054791376;0.3294036516;0.32;0.4;0.21;0.8;0.23;0.6;5;5
0.2000473018;0.2182401967;0.2653300330;0.10;0.4;0.38;0.6;0.59;0.3;1;2
0.5744973486;0.2940012814;0.2183015727;0.31;0.3;0.82;0.5;0.48;0.6;0;0
0.0649288178;0.1197289129;0.0684773023;0.55;0.5;0.64;0.6;0.58;0.5;1;3
0.5472737891;0.1600158239;0.1626681178;0.18;0.7;0.71;0.8;0.16;0.6;2;3
0.4703768272;0.1629655784;0.3039742561;0.42;0.7;0.72;0.6;0.79;0.6;2;3
0.2164450720;0.1403391445;0.3468467777;0.28;0.5;0.50;0.7;0.79;0.7;0;5
0.1975857193;0.2160802669;0.3390855734;0.33;0.8;0.21;0.7;0.17;0.6;3;0
0.3766332991;0.2319228976;0.3380115653;0.56;0.4;0.30;0.4;0.23;0.6;1;3
0.4974597840;0.2283713298;0.0884922176;0.17;0.7;0.25;0.7;0.39;0.7;2;3
0.4022759848;0.1971617324;0.0665818297;0.69;0.6;0.43;0.5;0.60;0.5;0;1
0.5820957353;0.1364145863;0.0976086377;0.43;0.7;0.81;0.7;0.48;0.4;0;0
0.1073166722;0.1386403302;0.3095483866;0.36;0.4;0.41;0.7;0.78;0.4;0;3
0.5564792762;0.1229019986;0.2011289182;0.63;0.3;0.57;0.4;0.14;0.6;1;3
0.4402598096;0.2161723527;0.3477183993;0.39;0.4;0.59;0.7;0.56;0.5;3;5
0.1801325804;0.1478886202;0.1551156372;0.11;0.7;0.72;0.6;0.97;0.5;3;5
0.4191647992;0.1248143869;0.2179791183;0.70;0.4;0.84;0.7;0.40;0.4;2;4
0.2644307600;0.2668963439;0.2341341364;0.18;0.4;0.69;0.6;0.31;0.3;3;5
0.3548191031;0.2784359232;0.1035938624;0.37;0.7;0.86;0.6;0.78;0.6;3;3
0.2570221260;0.2393800680;0.3268151929;0.59;0.6;0.56;0.5;0.39;0.6;5;0
0.1407402418;0.1278961612;0.2811290058;0.53;0.4;0.83;0.4;0.26;0.6;4;5
0.5358223246;0.1257529215;0.2731606243;0.51;0.4;0.92;0.7;0.90;0.8;4;2
