Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2;CoordCar1;CoordCar2
0.2039475818;0.2795576816;0.2176007808;0.60;0.4;0.15;0.2;0.21;0.6;1;1;1;5
0.0705355702;0.1707341608;0.1405804470;0.32;0.6;0.29;0.3;0.61;0.4;1;5;1;3
0.5272600466;0.2482207128;0.1509970325;0.42;0.5;0.19;0.4;0.46;0.3;2;1;2;5
0.5841729708;0.1101824027;0.2738246704;0.68;0.7;0.22;0.2;0.30;0.7;0;0;3;5
0.5504514283;0.1786695960;0.1196745173;0.51;0.7;0.28;0.2;0.28;0.7;2;2;2;2
0.5822472814;0.2792133445;0.1956117941;0.76;0.5;0.14;0.4;0.26;0.3;1;0;1;2
0.5764594919;0.2472176163;0.2490667140;0.49;0.7;0.19;0.3;0.30;0.7;2;1;4;5
0.1845295651;0.1819198735;0.1189735107;0.32;0.5;0.21;0.5;0.29;0.3;2;4;3;1
0.2257465245;0.2804368736;0.1993646608;0.48;0.7;0.20;0.6;0.30;0.8;0;3;4;5
0.4208171742;0.1561539984;0.1978869590;0.63;0.5;0.29;0.3;0.26;0.7;3;4;2;2
0.0856776579;0.1080817009;0.2716109948;0.70;0.5;0.11;0.2;0.39;0.5;3;5;1;4
0.3633810166;0.1159772452;0.2923355203;0.69;0.5;0.20;0.5;0.54;0.7;1;2;4;2
0.4649973129;0.1398192002;0.2667986707;0.47;0.6;0.25;0.4;0.40;0.3;4;2;1;4
0.5098563391;0.1924189782;0.1484136603;0.66;0.6;0.26;0.5;0.40;0.6;4;4;3;5
0.4559068514;0.2102176077;0.3514348364;0.32;0.7;0.25;0.6;0.54;0.5;4;0;4;5
0.5359892548;0.1273616194;0.2001642477;0.64;0.5;0.13;0.5;0.26;0.4;4;0;1;4
0.3522249197;0.1590438178;0.3488023847;0.36;0.4;0.21;0.3;0.62;0.6;1;2;3;2
0.1978108626;0.2435331270;0.3215799952;0.64;0.5;0.29;0.5;0.32;0.3;2;5;2;2
0.1159595627;0.1637009991;0.3479739529;0.65;0.6;0.29;0.5;0.54;0.4;2;1;2;3
0.3230761905;0.2637650695;0.1144548789;0.52;0.8;0.28;0.4;0.30;0.4;4;1;1;4
0.0856490122;0.2907687026;0.2389303750;0.43;0.5;0.14;0.2;0.24;0.7;3;4;1;3
0.1408198264;0.2133720483;0.0861164036;0.63;0.4;0.11;0.2;0.38;0.6;2;2;1;3
0.2216481601;0.2139456174;0.2282165553;0.76;0.6;0.22;0.2;0.50;0.7;0;1;3;4
0.5254951734;0.2147483852;0.1657219417;0.64;0.8;0.17;0.5;0.22;0.6;3;1;1;4
0.0805747642;0.2779924572;0.1569005687;0.68;0.7;0.28;0.5;0.36;0.5;0;4;2;1
0.0972309419;0.2780160408;0.1885641199;0.73;0.8;0.21;0.4;0.50;0.5;1;1;1;2
0.4589376855;0.1938366429;0.2657970904;0.59;0.7;0.12;0.2;0.51;0.5;1;4;2;4
0.3319848248;0.1365879783;0.3036790437;0.60;0.7;0.16;0.4;0.31;0.7;3;0;3;1
0.2348026597;0.2474187087;0.0856717060;0.32;0.5;0.12;0.3;0.36;0.6;1;0;1;1
0.4202516610;0.1815182134;0.2119953592;0.62;0.4;0.27;0.5;0.50;0.6;3;4;1;3
0.4621993882;0.2329934208;0.2243048281;0.38;0.7;0.13;0.4;0.55;0.5;4;2;3;3
0.5663028516;0.1728924932;0.3348934806;0.61;0.5;0.27;0.5;0.21;0.5;2;2;4;3
0.1391049148;0.2696029583;0.2227768825;0.39;0.5;0.24;0.6;0.41;0.4;4;2;3;5
0.3911517979;0.1468769011;0.2567621883;0.61;0.8;0.19;0.2;0.35;0.7;2;3;2;2
0.1073334618;0.2823477657;0.1050983929;0.35;0.4;0.19;0.5;0.34;0.7;4;5;4;2
0.4041114486;0.1619773134;0.2631029272;0.46;0.8;0.13;0.2;0.25;0.8;2;2;1;5
0.5840931703;0.2444872547;0.3554759252;0.55;0.6;0.18;0.4;0.40;0.6;2;2;4;5
0.2511068589;0.1144361136;0.2085170087;0.33;0.6;0.17;0.4;0.40;0.4;2;0;1;5
0.5852424850;0.2115570183;0.1201507592;0.60;0.6;0.19;0.5;0.59;0.4;2;5;3;3
0.4210877299;0.2820951866;0.2428690697;0.54;0.6;0.12;0.4;0.31;0.5;0;0;1;5
0.3487038984;0.1882574978;0.2096422280;0.66;0.5;0.20;0.6;0.32;0.4;1;0;3;5
0.2328164743;0.1166730448;0.3003756296;0.31;0.7;0.10;0.6;0.28;0.7;2;3;1;1
0.1058458610;0.2033733977;0.2890015425;0.45;0.6;0.20;0.5;0.50;0.7;0;4;1;1
0.2855133541;0.2761417175;0.2658766375;0.63;0.6;0.24;0.4;0.41;0.7;3;0;1;3
0.5623713063;0.2164061783;0.2473022147;0.69;0.5;0.20;0.6;0.45;0.6;0;5;1;1
0.2147972462;0.2688884390;0.2285460859;0.77;0.7;0.23;0.4;0.45;0.8;3;3;2;4
0.0719942115;0.1485099008;0.2652805985;0.76;0.8;0.20;0.2;0.24;0.4;3;3;2;2
0.1788255993;0.1266331516;0.1228385334;0.58;0.6;0.29;0.5;0.42;0.6;3;3;1;3
0.2267337331;0.1643694666;0.2834810761;0.51;0.7;0.20;0.4;0.61;0.4;3;1;2;5
0.0840580870;0.1665396212;0.1958643613;0.49;0.7;0.29;0.2;0.63;0.7;2;2;4;2
0.2674925536;0.2005117284;0.2207920248;0.50;0.6;0.29;0.4;0.22;0.7;3;4;3;4
0.5213636432;0.1774769592;0.0977118467;0.32;0.5;0.15;0.4;0.23;0.5;4;2;4;5
0.4213763366;0.2475821861;0.2213358722;0.74;0.6;0.17;0.4;0.27;0.4;1;2;4;1
0.3193935591;0.2103578124;0.1470670892;0.54;0.6;0.29;0.5;0.63;0.8;2;0;3;2
0.3055041676;0.2124959000;0.2113971702;0.77;0.8;0.15;0.3;0.58;0.4;4;0;1;2
0.4860993961;0.2171991010;0.1180006589;0.48;0.7;0.21;0.4;0.42;0.3;1;1;4;5
0.0615153625;0.1170440946;0.2300501291;0.45;0.4;0.16;0.5;0.22;0.3;4;1;2;2
0.2693241802;0.1686158812;0.3217047766;0.62;0.5;0.25;0.5;0.28;0.4;3;3;1;1
0.1173703160;0.2546088873;0.3485262872;0.64;0.7;0.15;0.5;0.51;0.4;1;5;1;2
0.5592260529;0.1412762582;0.2984441512;0.69;0.7;0.23;0.5;0.62;0.8;1;3;4;3
0.1432232831;0.2421837774;0.1359439404;0.60;0.4;0.22;0.5;0.36;0.5;0;5;4;1
0.1941362504;0.1847324810;0.2520400514;0.65;0.4;0.17;0.5;0.29;0.7;4;5;1;3
0.2671691430;0.2844639863;0.1910936545;0.64;0.4;0.20;0.5;0.62;0.7;2;0;1;1
0.4927547444;0.1557266838;0.1664675655;0.54;0.5;0.15;0.5;0.28;0.7;2;4;2;2
0.5077320638;0.1985673901;0.2299671514;0.32;0.8;0.26;0.6;0.31;0.8;3;1;2;2
0.0982307417;0.2593853579;0.2395836078;0.51;0.5;0.21;0.3;0.31;0.7;1;3;4;2
0.1825273205;0.1381865891;0.3042953159;0.52;0.6;0.18;0.4;0.28;0.4;0;5;1;3
0.5390003530;0.2016210838;0.0928826427;0.45;0.6;0.15;0.4;0.42;0.6;0;4;2;4
0.4854743713;0.2865505030;0.3156907151;0.51;0.8;0.22;0.3;0.35;0.5;2;0;1;3
0.4297308722;0.1587826185;0.3519075187;0.73;0.8;0.12;0.3;0.33;0.8;2;4;1;4
0.5272166396;0.2529089494;0.2015314380;0.69;0.5;0.17;0.3;0.63;0.4;1;4;1;4
0.1334743623;0.2445551715;0.1402044635;0.43;0.5;0.21;0.5;0.59;0.8;0;1;2;1
0.4827805258;0.2173629689;0.2215762291;0.37;0.6;0.21;0.2;0.61;0.4;1;0;2;1
0.1745601962;0.1105555914;0.2076496523;0.57;0.7;0.27;0.3;0.38;0.6;4;3;2;4
0.5349833102;0.2177343000;0.2672286278;0.57;0.6;0.12;0.6;0.32;0.4;1;2;3;3
0.2372375162;0.2287466733;0.1261072620;0.61;0.7;0.26;0.3;0.58;0.6;1;2;2;4
0.4872565468;0.2435653485;0.1985552009;0.38;0.5;0.13;0.5;0.54;0.5;3;1;3;2
0.4373336005;0.2831827763;0.0875832118;0.43;0.6;0.26;0.4;0.59;0.6;3;5;3;4
0.3235746835;0.2457495491;0.3313365372;0.45;0.7;0.16;0.5;0.27;0.7;0;5;3;1
0.3448512869;0.2787652579;0.2595243144;0.53;0.7;0.25;0.2;0.37;0.4;4;3;4;1
0.1070627355;0.2860030105;0.2133285941;0.76;0.4;0.20;0.2;0.58;0.8;4;2;2;3
0.2143411884;0.2259327604;0.1627620980;0.64;0.6;0.10;0.3;0.53;0.3;3;2;2;2
0.4812709179;0.1691153146;0.1980199887;0.42;0.7;0.28;0.3;0.60;0.5;4;2;4;4
0.3563631869;0.2372660623;0.0893638379;0.34;0.7;0.13;0.3;0.58;0.5;0;3;2;3
0.5336344840;0.1403166565;0.2501156494;0.65;0.6;0.22;0.5;0.44;0.7;1;1;3;5
0.2314687304;0.1905758472;0.2869077324;0.42;0.4;0.11;0.4;0.27;0.7;3;0;1;1
0.5371305102;0.2560744109;0.1249180444;0.67;0.8;0.24;0.5;0.57;0.7;4;2;1;2
0.3688938310;0.1823661137;0.1088086880;0.58;0.4;0.21;0.3;0.35;0.3;3;3;4;1
0.1080451998;0.2702499910;0.2196238510;0.55;0.7;0.14;0.6;0.63;0.6;3;2;4;1
0.2004791944;0.1690915640;0.0802971020;0.67;0.7;0.26;0.4;0.52;0.4;0;5;4;4
0.0635812782;0.2144547457;0.3102759249;0.43;0.6;0.18;0.4;0.52;0.7;0;2;3;2
0.2330197245;0.1857034196;0.3490845219;0.31;0.6;0.24;0.3;0.50;0.6;1;2;1;5
0.3539313481;0.1232570758;0.2839475011;0.63;0.4;0.12;0.3;0.51;0.7;1;1;1;5
0.4561811342;0.2330500140;0.0965578214;0.74;0.5;0.27;0.3;0.47;0.5;2;0;3;4
0.5321255324;0.1389052980;0.2916339800;0.37;0.5;0.15;0.5;0.58;0.4;0;1;1;5
0.3417989377;0.1202419460;0.1502237174;0.70;0.7;0.14;0.5;0.58;0.4;3;0;4;3
0.3719104568;0.1159405018;0.3337972349;0.58;0.8;0.17;0.3;0.29;0.7;3;0;3;5
0.4973776985;0.1461608390;0.2855417019;0.43;0.4;0.15;0.4;0.48;0.5;4;2;1;4
0.1003289450;0.1742197685;0.2332118488;0.68;0.4;0.19;0.3;0.48;0.5;0;5;2;4
0.3407604048;0.1698915841;0.1803080920;0.50;0.7;0.14;0.2;0.43;0.8;2;1;1;2
0.4699687000;0.1474913434;0.3009364976;0.36;0.8;0.26;0.3;0.58;0.7;4;0;1;4
0.5441846327;0.1157461965;0.2624334415;0.52;0.6;0.13;0.4;0.57;0.7;0;1;2;4
0.1544037582;0.1161225072;0.2943272729;0.56;0.4;0.20;0.6;0.39;0.6;3;5;1;3
0.2020323753;0.1981463704;0.1853116850;0.51;0.6;0.27;0.3;0.61;0.4;4;0;1;4
0.2014908955;0.2749297007;0.2793251262;0.67;0.6;0.25;0.4;0.24;0.4;1;4;2;3
0.3882266336;0.1231054946;0.1523984501;0.76;0.7;0.11;0.6;0.25;0.6;2;2;1;3
0.4039101023;0.1448994909;0.3371167405;0.69;0.5;0.19;0.3;0.57;0.5;1;5;4;1
0.1680421934;0.2289028181;0.0885838689;0.55;0.5;0.29;0.4;0.45;0.7;1;4;1;4
0.5435579736;0.1742999154;0.2392595992;0.65;0.4;0.16;0.6;0.33;0.4;4;5;2;4
0.5006370730;0.1085159820;0.1030116567;0.67;0.6;0.14;0.4;0.41;0.5;4;3;1;3
0.1232586273;0.1196236110;0.1387650355;0.68;0.6;0.21;0.5;0.59;0.5;0;2;1;4
0.1743397549;0.1165141405;0.0671891876;0.62;0.7;0.25;0.6;0.35;0.4;2;1;3;4
0.4552271576;0.1587105440;0.1629434357;0.48;0.7;0.10;0.3;0.30;0.5;4;3;2;5
0.3010759338;0.1971626940;0.1559374305;0.31;0.6;0.27;0.4;0.63;0.5;3;3;3;1
0.1953348315;0.2852113339;0.1292401208;0.62;0.4;0.17;0.6;0.24;0.7;3;1;1;3
0.2757109332;0.1471836185;0.0809970290;0.50;0.7;0.24;0.4;0.36;0.3;3;5;2;2
0.5774064728;0.1951197726;0.2961209091;0.69;0.4;0.17;0.2;0.56;0.3;0;5;4;4
0.4309929492;0.2164455306;0.3048300548;0.56;0.6;0.17;0.3;0.58;0.6;3;4;3;2
0.1073575436;0.1365366479;0.1627560661;0.69;0.7;0.29;0.5;0.34;0.3;0;1;4;1
0.5794294490;0.2153057468;0.3456664187;0.67;0.7;0.20;0.5;0.59;0.8;2;2;3;2
0.1192602248;0.1135841690;0.0798844153;0.35;0.5;0.30;0.5;0.51;0.7;3;3;1;1
0.3245111415;0.2615326042;0.1103809425;0.63;0.4;0.21;0.5;0.22;0.7;4;1;2;5
0.1392228924;0.2781765271;0.3251318614;0.62;0.5;0.19;0.4;0.37;0.4;4;3;1;4
0.3039258802;0.1518483949;0.0875759431;0.32;0.8;0.27;0.5;0.23;0.6;2;5;2;3
0.0785463394;0.2252980191;0.2885182428;0.68;0.6;0.21;0.5;0.26;0.6;1;2;2;2
0.5266000492;0.1296442306;0.1878279933;0.53;0.6;0.21;0.5;0.31;0.7;1;2;4;5
0.1671927787;0.1973603620;0.2156869925;0.31;0.4;0.27;0.4;0.27;0.8;4;3;4;1
0.0971731294;0.1890075086;0.0721542642;0.37;0.7;0.14;0.3;0.50;0.7;1;5;2;3
0.0877193259;0.1339769723;0.2343410737;0.42;0.7;0.12;0.3;0.52;0.6;3;4;3;3
0.4164206743;0.1944306904;0.1161980164;0.43;0.4;0.22;0.3;0.47;0.5;0;0;2;3
0.3289644575;0.1919131370;0.1100582482;0.44;0.6;0.11;0.4;0.22;0.3;0;4;1;3
0.3821255372;0.2228846305;0.0994139328;0.43;0.7;0.25;0.4;0.24;0.5;0;1;3;2
0.4840774659;0.2918106351;0.1688088251;0.48;0.4;0.13;0.4;0.36;0.5;3;3;2;5
0.2744595134;0.2067314669;0.1953614460;0.44;0.4;0.25;0.3;0.49;0.5;2;2;2;2
0.2821839279;0.2681396057;0.3005416577;0.68;0.8;0.19;0.3;0.44;0.4;4;4;2;2
0.2324363858;0.1117738501;0.3590028954;0.44;0.5;0.13;0.5;0.50;0.4;3;4;4;5
0.4942093893;0.2855329908;0.0778782596;0.61;0.5;0.28;0.6;0.21;0.7;4;1;4;3
0.4664409890;0.1443202208;0.2090743668;0.62;0.5;0.22;0.3;0.32;0.5;1;5;1;3
0.2146256615;0.1420944089;0.2372457144;0.45;0.6;0.30;0.4;0.36;0.7;1;0;3;5
0.4559763883;0.2051659141;0.3523530086;0.63;0.4;0.23;0.5;0.50;0.5;0;0;3;1
0.4390910377;0.1871974208;0.2453170563;0.34;0.4;0.12;0.2;0.57;0.4;0;4;3;1
0.2220642367;0.1575249259;0.2261944328;0.33;0.5;0.11;0.3;0.31;0.4;2;4;4;5
0.0731022207;0.1408228452;0.2758542907;0.65;0.7;0.20;0.4;0.43;0.8;0;0;3;2
0.1281410227;0.1976847770;0.2160172835;0.65;0.5;0.11;0.5;0.52;0.5;2;0;2;3
0.3125498186;0.2212894228;0.2921262294;0.35;0.6;0.27;0.4;0.48;0.8;4;3;4;1
0.3205650609;0.2211865820;0.1049400156;0.61;0.7;0.19;0.4;0.58;0.7;3;5;4;3
0.5086828027;0.1654873337;0.1622893452;0.46;0.6;0.23;0.5;0.37;0.4;4;1;2;3
0.3359947775;0.2318113703;0.2147607204;0.46;0.6;0.12;0.3;0.26;0.6;4;0;3;1
0.3345441993;0.2900986745;0.2665730707;0.49;0.5;0.27;0.6;0.57;0.3;2;4;4;5
0.2853127800;0.2342819079;0.1759195227;0.74;0.7;0.17;0.3;0.30;0.8;1;3;1;1
0.3368707540;0.1555624343;0.3473551685;0.46;0.7;0.21;0.6;0.42;0.7;4;4;1;1
0.3464496285;0.1388168035;0.3603055899;0.48;0.4;0.25;0.5;0.63;0.7;1;5;4;1
0.2289672292;0.2371802327;0.1590020736;0.66;0.7;0.23;0.5;0.42;0.5;0;0;2;5
0.3827334526;0.2173775423;0.2413694959;0.55;0.5;0.26;0.5;0.53;0.3;0;5;2;4
0.5551748474;0.2555010554;0.2460450753;0.36;0.6;0.17;0.5;0.28;0.7;2;2;4;5
0.2966537607;0.2824760591;0.3582407941;0.31;0.6;0.17;0.2;0.57;0.5;0;0;2;3
0.3286193438;0.1721907625;0.1453233326;0.60;0.6;0.14;0.4;0.22;0.3;1;2;2;4
0.5627648995;0.2129577260;0.1895317084;0.49;0.8;0.28;0.6;0.35;0.4;1;0;3;5
0.5595696329;0.1986880135;0.2320716718;0.31;0.5;0.25;0.5;0.42;0.7;2;4;2;4
0.3026351703;0.2121558874;0.0789014645;0.30;0.7;0.23;0.3;0.54;0.5;2;2;2;4
0.4221049157;0.1476594477;0.2941746903;0.61;0.4;0.10;0.4;0.25;0.5;4;5;4;1
0.4159129779;0.1987663272;0.1411532294;0.32;0.7;0.26;0.6;0.34;0.7;0;4;3;4
0.3094840014;0.1314605155;0.3632383159;0.30;0.4;0.10;0.4;0.55;0.3;4;3;2;4
0.4408534565;0.2140560493;0.2013953417;0.43;0.8;0.28;0.5;0.48;0.5;4;4;2;1
0.3424674683;0.2078069261;0.1058445271;0.49;0.5;0.13;0.6;0.31;0.3;4;1;2;4
0.4457569850;0.2628214642;0.2238213332;0.73;0.4;0.20;0.5;0.60;0.6;3;4;1;5
0.1519605731;0.1831413641;0.3606475213;0.33;0.6;0.10;0.3;0.55;0.4;2;4;4;1
0.4004767403;0.2813756139;0.0966346383;0.57;0.4;0.28;0.4;0.60;0.7;4;0;2;3
0.1756889678;0.2131925836;0.1928171282;0.47;0.8;0.14;0.5;0.54;0.4;3;0;4;4
0.2458790114;0.1470162942;0.1328887433;0.59;0.4;0.15;0.5;0.34;0.6;4;3;1;1
0.2302419340;0.2601607505;0.1868820547;0.71;0.8;0.23;0.5;0.27;0.4;2;4;3;3
0.2556570624;0.1482375913;0.1222139194;0.32;0.7;0.23;0.4;0.62;0.4;2;4;3;2
0.2366863272;0.1649243328;0.1661602819;0.39;0.8;0.27;0.4;0.34;0.5;3;3;2;5
0.1120885320;0.2572777099;0.3599308507;0.30;0.8;0.19;0.2;0.22;0.3;1;3;3;2
0.2409499154;0.1453829594;0.1561700760;0.54;0.7;0.18;0.3;0.20;0.6;1;4;4;1
0.1152737634;0.2052284008;0.2826361421;0.51;0.7;0.15;0.4;0.45;0.4;1;2;3;5
0.3424150049;0.1665980047;0.2151201762;0.50;0.6;0.24;0.5;0.35;0.5;2;2;2;2
0.1677827563;0.2207962761;0.1928914564;0.56;0.5;0.14;0.3;0.52;0.5;3;1;2;5
0.3564986668;0.2132546357;0.2891207088;0.69;0.6;0.14;0.3;0.53;0.6;1;4;3;3
0.4273336116;0.1675395050;0.0998449968;0.44;0.4;0.14;0.4;0.58;0.7;3;1;3;2
0.2764980527;0.2435041070;0.2255966861;0.38;0.5;0.14;0.3;0.42;0.7;3;5;4;5
0.4077272331;0.2897313063;0.0679195562;0.51;0.6;0.22;0.4;0.46;0.6;4;5;3;4
0.2452523929;0.2359968286;0.2951498997;0.32;0.6;0.18;0.4;0.58;0.7;3;2;1;1
0.3966969923;0.1128673333;0.3625035422;0.53;0.8;0.18;0.6;0.39;0.3;0;4;4;1
0.2899274777;0.1575088583;0.1492594594;0.65;0.5;0.23;0.3;0.42;0.6;0;3;2;5
0.4765612602;0.2757693879;0.1651170398;0.53;0.6;0.29;0.5;0.32;0.4;3;3;1;3
0.3292830809;0.2151416400;0.2552809613;0.54;0.5;0.22;0.5;0.22;0.3;1;4;2;1
0.4742009981;0.2243973249;0.3360269349;0.60;0.6;0.27;0.4;0.57;0.7;1;5;3;3
0.1895885344;0.2650719064;0.1066905203;0.65;0.7;0.17;0.4;0.48;0.4;1;2;3;4
0.5486007091;0.1243472006;0.3423433878;0.68;0.4;0.11;0.6;0.50;0.5;1;5;2;3
0.2727051387;0.2805699540;0.3034705161;0.57;0.5;0.21;0.4;0.59;0.4;1;2;3;3
0.3955427866;0.1080430186;0.3261637406;0.30;0.5;0.22;0.3;0.54;0.8;2;1;2;3
0.1837026568;0.1094548266;0.1655603646;0.70;0.4;0.27;0.3;0.28;0.8;1;1;3;2
0.3062963265;0.2010063706;0.3366740426;0.63;0.8;0.25;0.5;0.40;0.6;4;4;1;4
0.2257708282;0.1138479226;0.1625458842;0.38;0.8;0.29;0.5;0.59;0.4;1;5;3;1
0.4827018628;0.2792951696;0.1612582387;0.44;0.6;0.12;0.4;0.50;0.5;4;5;1;2
0.3237812534;0.1806524467;0.3245696397;0.38;0.6;0.29;0.3;0.58;0.7;1;5;3;2
0.5390056068;0.1795990521;0.2689109528;0.73;0.6;0.13;0.5;0.31;0.4;0;0;1;5
0.5675944308;0.1505163367;0.1725104169;0.34;0.8;0.24;0.6;0.53;0.8;3;0;4;3
0.5207492195;0.2444003492;0.2686084007;0.63;0.4;0.15;0.4;0.44;0.4;4;3;2;5
0.1074456510;0.2626040568;0.2474602970;0.76;0.4;0.20;0.5;0.51;0.6;0;0;2;5
0.4296049994;0.2357198039;0.2222504069;0.46;0.4;0.25;0.4;0.47;0.3;0;3;2;2
0.4736502558;0.2085113045;0.1024142374;0.47;0.6;0.29;0.6;0.49;0.7;1;0;2;2
0.1891505634;0.1439258861;0.2511274674;0.70;0.7;0.17;0.3;0.30;0.6;3;3;4;3
0.4406217333;0.1898540760;0.1037392789;0.35;0.4;0.22;0.4;0.28;0.6;4;4;3;4
0.3596872381;0.1982782723;0.2515894947;0.30;0.5;0.18;0.6;0.60;0.5;1;1;1;1
0.4454475856;0.1276352627;0.2742796039;0.75;0.7;0.21;0.4;0.38;0.4;0;2;1;2
0.2182270332;0.1384509259;0.1747790396;0.69;0.7;0.28;0.4;0.31;0.7;2;1;4;5
0.2195727363;0.1101965030;0.0687753384;0.36;0.6;0.28;0.4;0.43;0.5;0;3;1;3
0.1643149178;0.1506451127;0.3123035785;0.70;0.7;0.16;0.2;0.43;0.6;4;1;2;5
0.5123715252;0.1719455340;0.1891157695;0.44;0.5;0.16;0.3;0.49;0.3;1;0;2;4
0.1705775634;0.2582225860;0.1004613700;0.39;0.5;0.14;0.5;0.30;0.5;2;0;1;4
0.5437157296;0.2228717354;0.2378838888;0.34;0.7;0.17;0.4;0.28;0.8;0;3;1;1
0.5159008038;0.2145589482;0.1235056350;0.53;0.5;0.20;0.4;0.28;0.3;1;3;1;1
0.2601688432;0.2269456807;0.3640802198;0.34;0.7;0.25;0.5;0.48;0.4;2;2;3;5
0.2686322529;0.1901247850;0.3549740174;0.66;0.7;0.27;0.6;0.62;0.8;4;4;4;3
0.5005183635;0.2603656966;0.1743984298;0.43;0.5;0.15;0.5;0.45;0.4;4;0;2;1
0.2748957213;0.1884970634;0.3093459568;0.41;0.5;0.12;0.6;0.44;0.6;2;0;1;5
0.3054908356;0.2236764968;0.3454953013;0.73;0.5;0.15;0.4;0.39;0.8;3;0;4;3
0.1900211600;0.2608026630;0.1599804947;0.62;0.7;0.18;0.6;0.24;0.5;2;0;2;5
0.3291459699;0.1438715207;0.1061999961;0.37;0.7;0.24;0.4;0.63;0.5;2;5;1;4
0.1227312747;0.2473770604;0.1258423790;0.71;0.7;0.17;0.3;0.29;0.4;1;5;3;4
0.0865551730;0.1883377368;0.1455431367;0.69;0.5;0.16;0.6;0.52;0.6;2;4;3;4
0.1527336129;0.2461945358;0.2847316969;0.50;0.4;0.26;0.6;0.29;0.7;2;5;2;1
0.4340802148;0.1859482638;0.1502433524;0.36;0.7;0.16;0.2;0.25;0.7;4;5;1;3
0.4727199762;0.2290820342;0.2214764178;0.44;0.4;0.12;0.5;0.31;0.4;2;1;2;1
0.3134293655;0.2126958750;0.3377451468;0.57;0.7;0.21;0.3;0.32;0.6;0;5;4;5
0.2882779001;0.1161782319;0.2855210733;0.45;0.6;0.28;0.5;0.29;0.6;2;0;2;3
0.1453351711;0.1236284675;0.2387857365;0.51;0.8;0.12;0.4;0.33;0.6;3;3;4;5
0.5864449913;0.1619164645;0.1179877572;0.75;0.6;0.13;0.2;0.55;0.3;0;3;1;1
0.1459409050;0.2183469450;0.3610057832;0.55;0.5;0.15;0.2;0.29;0.5;3;5;2;2
0.2933256874;0.1334767243;0.0889890546;0.62;0.5;0.11;0.6;0.54;0.7;0;1;4;1
0.2887239656;0.1646144315;0.1629012165;0.71;0.6;0.22;0.3;0.26;0.8;4;5;3;2
0.2031527746;0.1632504731;0.1154247441;0.57;0.6;0.19;0.2;0.22;0.4;3;2;3;2
0.4551365001;0.2380010062;0.2637587666;0.70;0.7;0.15;0.3;0.63;0.7;2;2;4;5
0.3070937174;0.2214533197;0.3547566356;0.40;0.4;0.25;0.3;0.40;0.7;2;4;4;4
0.4005185641;0.2237978982;0.1800413156;0.70;0.6;0.26;0.4;0.39;0.7;4;3;1;2
0.3018560128;0.2731093891;0.3121870478;0.68;0.8;0.21;0.5;0.59;0.7;1;2;2;5
0.1001161120;0.2888716086;0.2134253858;0.38;0.4;0.11;0.4;0.64;0.7;0;0;2;4
0.4071550896;0.2567991764;0.2330031799;0.65;0.5;0.10;0.3;0.35;0.5;2;0;4;5
0.5288454515;0.1091034370;0.2141266404;0.76;0.7;0.22;0.2;0.24;0.5;2;4;2;1
0.2327328459;0.2038530737;0.3005935118;0.54;0.7;0.19;0.5;0.58;0.4;4;1;1;2
0.2492691687;0.1108637699;0.1035396031;0.66;0.6;0.26;0.5;0.63;0.3;1;1;3;3
0.3188066761;0.2923824374;0.3566823180;0.52;0.8;0.26;0.5;0.23;0.7;2;1;2;3
0.1808997555;0.2071124843;0.3381267057;0.34;0.5;0.18;0.3;0.25;0.4;2;2;4;2
0.2623483283;0.2477258785;0.2280592648;0.32;0.5;0.30;0.4;0.55;0.6;3;1;1;2
0.3094688115;0.2184390490;0.2380600954;0.67;0.5;0.29;0.3;0.31;0.7;3;3;2;4
0.5369308484;0.1564180463;0.1200745679;0.35;0.8;0.28;0.4;0.57;0.8;0;3;3;1
0.5597516670;0.1140700677;0.0675721377;0.73;0.5;0.15;0.5;0.22;0.3;2;5;2;1
0.4490533964;0.1359212868;0.2821282804;0.62;0.6;0.30;0.2;0.58;0.4;0;4;2;5
0.4398656280;0.2776490453;0.2693676411;0.71;0.5;0.14;0.3;0.54;0.8;1;1;4;3
0.2444645277;0.2595338770;0.3218023725;0.63;0.6;0.30;0.5;0.57;0.3;4;3;2;2
0.1871091041;0.1142877014;0.1834460014;0.65;0.7;0.20;0.5;0.62;0.6;1;0;4;1
0.3999144736;0.1725923211;0.1520296153;0.55;0.7;0.27;0.3;0.24;0.6;3;4;4;1
0.5752965561;0.1919138936;0.2173657992;0.53;0.7;0.27;0.4;0.48;0.4;2;0;2;1
0.5523576422;0.2121034468;0.2504931311;0.38;0.5;0.20;0.3;0.28;0.6;0;2;1;3
0.1000739147;0.2426172249;0.3362829261;0.48;0.6;0.12;0.3;0.42;0.6;0;1;3;5
0.0796541433;0.2005441133;0.0923295573;0.59;0.7;0.28;0.4;0.50;0.3;0;5;4;4
0.3768996757;0.2170227224;0.3641860248;0.36;0.6;0.16;0.4;0.37;0.4;2;0;1;3
0.3371111107;0.1624473698;0.3192665484;0.69;0.7;0.22;0.4;0.54;0.5;4;0;4;4
0.2022868156;0.2330782974;0.1231539537;0.47;0.5;0.13;0.5;0.51;0.6;3;2;1;5
0.1251946185;0.1607626108;0.0704172642;0.71;0.4;0.13;0.2;0.31;0.4;2;1;4;5
